node,nodeID,nodeNum,nodeTaxon,synonymies,category,common_name,life_stage,life_stage_code,province,commonality,reference,zone,habitat_notes,grouping_habits,mobility,node_type,node_resolution,aphia,kingdom,phylum,class,order,family,genus,parasite,consumer_strategy,consumer_type
2187_Bomolochus soleae,2187_Bomolochus soleae,2187,Bomolochus soleae,NA,copepod,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,128746,Animalia,Arthropoda,Copepoda,Cyclopoida,Bomolochidae,Bomolochus,y,ectoparasite,pathogen
2191_Caligus mutabilis,2191_Caligus mutabilis,2191,Caligus mutabilis,NA,copepod,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,349687,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Caligidae,Caligus,y,ectoparasite,pathogen
2222_Hatschekia pacifica,2222_Hatschekia pacifica,2222,Hatschekia pacifica,NA,copepod,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,352191,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Hatschekiidae,Hatschekia,y,ectoparasite,pathogen
2225_Cresseyus longicaudus,2225_Cresseyus longicaudus,2225,Cresseyus longicaudus,Holobomolochus longicaudus,copepod,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,368003,Animalia,Arthropoda,Copepoda,Cyclopoida,Bomolochidae,Cresseyus,y,ectoparasite,pathogen
2241_Lepeophtheirus constrictus,2241_Lepeophtheirus constrictus,2241,Lepeophtheirus constrictus,NA,copepod,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,352718,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Caligidae,Lepeophtheirus,y,ectoparasite,pathogen
2245_Lepeophtheirus dissimulatus,2245_Lepeophtheirus dissimulatus,2245,Lepeophtheirus dissimulatus,NA,copepod,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,135774,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Caligidae,Lepeophtheirus,y,ectoparasite,pathogen
2257_Opecoelus inimici,2257_Opecoelus inimici,2257,Opecoelus inimici,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,728415,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Opecoelidae,Opecoelus,y,endoparasite,macroparasite
2132_Ascarophis sebastodis,2132_Ascarophis sebastodis,2132,Ascarophis sebastodis,NA,nematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,991153,Animalia,Nematoda,Chromadorea,Rhabditida,Cystidicolidae,Ascarophis,y,endoparasite,macroparasite
1138_Chondracanthus pusillus,1138_Chondracanthus pusillus,1138,Chondracanthus pusillus,NA,copepod,NA,adult,1,NA,present,435,all,"On the gills, in the gill cavity of Stichaeidae, the penpoint gunnel Apodichthys flavidus.",solitary,sessile,Taxonomic,Species,350097,Animalia,Arthropoda,Copepoda,Cyclopoida,Chondracanthidae,Chondracanthus,y,endoparasite,macroparasite
2194_Ceratomyxa furcata,2194_Ceratomyxa furcata,2194,Ceratomyxa furcata,NA,myxozoan,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,1714978,Animalia,Cnidaria,Myxozoa,Bivalvulida,Ceratomyxidae,Ceratomyxa,y,endoparasite,macroparasite
2264_Podocotyle apodichthysi,2264_Podocotyle apodichthysi,2264,Podocotyle apodichthysi,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,757411,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Opecoelidae,Podocotyle,y,endoparasite,macroparasite
2279_Stephanostomum californicum,2279_Stephanostomum californicum,2279,Stephanostomum californicum,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,728240,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Acanthocolpidae,Stephanostomum,y,endoparasite,macroparasite
2277_Sphaeromyxa lateralis,2277_Sphaeromyxa lateralis,2277,Sphaeromyxa lateralis,NA,myxozoan,NA,adult,1,NA,present,205,all,NA,colonial,sessile,Taxonomic,Species,879773,Animalia,Cnidaria,Myxozoa,Bivalvulida,Sphaeromyxidae,Sphaeromyxa,y,endoparasite,macroparasite
2147_Myxidium incurvatum,2147_Myxidium incurvatum,2147,Myxidium incurvatum,NA,myxozoan,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,120400,Animalia,Cnidaria,Myxozoa,Bivalvulida,Myxidiidae,Myxidium,y,endoparasite,macroparasite
2258_Opisthadena bodegensis,2258_Opisthadena bodegensis,2258,Opisthadena bodegensis,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,726953,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Bunocotylidae,Opisthadena,y,endoparasite,macroparasite
2217_Gyrodactylus bodegensis,2217_Gyrodactylus bodegensis,2217,Gyrodactylus bodegensis,NA,monogene,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,1115473,Animalia,Platyhelminthes,Monogenea,Gyrodactylidea,Gyrodactylidae,Gyrodactylus,y,ectoparasite,pathogen
2183_Zoogonoides viviparus,2183_Zoogonoides viviparus,2183,Zoogonoides viviparus,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,109147,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Zoogonidae,Zoogonoides,y,endoparasite,macroparasite
1136_Chondracanthus irregularis,1136_Chondracanthus irregularis,1136,Chondracanthus irregularis,NA,copepod,NA,adult,1,NA,unknown,435,all,"On the gills, in the gill cavity of the buffalo sculpin Enophrys bison, great sculpin Myoxocephalus polycanthocephalus",solitary,sessile,Taxonomic,Species,350085,Animalia,Arthropoda,Copepoda,Cyclopoida,Chondracanthidae,Chondracanthus,y,endoparasite,macroparasite
1184_Lepeophtheirus bifidus,1184_Lepeophtheirus bifidus,1184,Lepeophtheirus bifidus,NA,copepod,NA,adult,1,NA,present,435,all,Found on the body surfaces of fish,solitary,sessile,Taxonomic,Species,352711,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Caligidae,Lepeophtheirus,y,endoparasite,macroparasite
2248_Janusion virida,2248_Janusion virida,2248,Janusion virida,Malmiana virida,leech,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,370635,Animalia,Annelida,Clitellata,Rhynchobdellida,Piscicolidae,Janusion,y,ectoparasite,pathogen
2268_Prosorhynchus squamatus,2268_Prosorhynchus squamatus,2268,Prosorhynchus squamatus,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,109164,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Bucephalidae,Prosorhynchus,y,endoparasite,macroparasite
2282_Trichodina domerguei,2282_Trichodina domerguei,2282,Trichodina domerguei,NA,ciliate,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,426785,Chromista,Ciliophora,Oligohymenophorea,Mobilida,Trichodinidae,Trichodina,y,endoparasite,macroparasite
2179_Caudotestis opisthorchis,2179_Caudotestis opisthorchis,2179,Caudotestis opisthorchis,Anisorchis opisthorchis,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,728521,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Stenakridae,Caudotestis,y,endoparasite,macroparasite
2247_Lepidophyllum cameroni,2247_Lepidophyllum cameroni,2247,Lepidophyllum cameroni,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,768051,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Zoogonidae,Lepidophyllum,y,endoparasite,macroparasite
2278_Steganoderma formosum,2278_Steganoderma formosum,2278,Steganoderma formosum,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,159455,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Zoogonidae,Steganoderma,y,endoparasite,macroparasite
1130_Holobomolochus venustus,1130_Holobomolochus venustus,1130,Holobomolochus venustus,NA,copepod,NA,adult,1,NA,present,435,all,In the nasal cavity of the cabezon Scorpaenichthys marmorat,solitary,sessile,Taxonomic,Species,358834,Animalia,Arthropoda,Copepoda,Cyclopoida,Bomolochidae,Holobomolochus,y,endoparasite,macroparasite
2161_Prosorhynchus scalpellus,2161_Prosorhynchus scalpellus,2161,Prosorhynchus scalpellus,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,579693,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Bucephalidae,Prosorhynchus,y,endoparasite,macroparasite
2168_Janusion diminuta,2168_Janusion diminuta,2168,Janusion diminuta,Malmiana diminuta,leech,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,370631,Animalia,Annelida,Clitellata,Rhynchobdellida,Piscicolidae,Janusion,y,ectoparasite,pathogen
2190_Caballeronema wardlei,2190_Caballeronema wardlei,2190,Caballeronema wardlei,NA,nematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,991873,Animalia,Nematoda,Chromadorea,Rhabditida,Cystidicolidae,Caballeronema,y,endoparasite,macroparasite
2211_Eimeria sp.,2211_Eimeria sp.,2211,Eimeria sp.,NA,protozoan,NA,multiple,6,NA,present,205,all,NA,colonial,sessile,Taxonomic,Genus,562837,Chromista,Myzozoa,Conoidasida,Eucoccidiorida,Eimeriidae,Eimeria,y,pathogen,pathogen
2128_Microcotyle sebastis,2128_Microcotyle sebastis,2128,Microcotyle sebastis,NA,monogene,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,119763,Animalia,Platyhelminthes,Monogenea,Mazocraeidea,Microcotylidae,Microcotyle,y,ectoparasite,pathogen
2160_Littorellicola sebastodorum,2160_Littorellicola sebastodorum,2160,Littorellicola sebastodorum,Psettarium sebastodorum,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,725771,Animalia,Platyhelminthes,Trematoda,Diplostomida,Aporocotylidae,Littorellicola,y,endoparasite,macroparasite
2196_Ceratomyxa lovei,2196_Ceratomyxa lovei,2196,Ceratomyxa lovei,Ceratomyxa sebasta,myxozoan,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,465102,Animalia,Cnidaria,Myxozoa,Bivalvulida,Ceratomyxidae,Ceratomyxa,y,endoparasite,macroparasite
2198_Ceratomyxa vepallida,2198_Ceratomyxa vepallida,2198,Ceratomyxa vepallida,NA,myxozoan,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,414552,Animalia,Cnidaria,Myxozoa,Bivalvulida,Ceratomyxidae,Ceratomyxa,y,endoparasite,macroparasite
2285_Megalocotyle marginata,2285_Megalocotyle marginata,2285,Megalocotyle marginata,Trochopus marginata,monogene,NA,adult,1,NA,present,205,all,NA,aggregating,sessile,Taxonomic,Species,717771,Animalia,Platyhelminthes,Monogenea,Capsalidea,Capsalidae,Megalocotyle,y,ectoparasite,pathogen
3108_Larus heermanni,3108_Larus heermanni,3108,Larus heermanni,NA,bird,Heerman's gull,adult,1,Both,present,542,all,"gull or tern; frequents rocky sea coasts and beaches, coastal sloughs, estuaries, harbors, lagoons, bays, and offshore kelp beds, uncommon forager on RIZ fish",aggregating,mobile,Taxonomic,Species,343913,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,n,carnivore (scavenger + predator),predator
2169_Henneguya sebasta,2169_Henneguya sebasta,2169,Henneguya sebasta,NA,myxozoan,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,465032,Animalia,Cnidaria,Myxozoa,Bivalvulida,Myxobolidae,Henneguya,y,endoparasite,macroparasite
2252_Parabrachiella robusta,2252_Parabrachiella robusta,2252,Parabrachiella robusta,Neobrachiella robusta,copepod,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,478471,Animalia,Arthropoda,Copepoda,Siphonostomatoida,Lernaeopodidae,Parabrachiella,y,ectoparasite,pathogen
2256_Opechona parvasoma,2256_Opechona parvasoma,2256,Opechona parvasoma,NA,trematode,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,727468,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Lepocreadiidae,Opechona,y,endoparasite,macroparasite
2260_Ostreobdella papillata,2260_Ostreobdella papillata,2260,Ostreobdella papillata,NA,leech,NA,adult,1,NA,present,205,all,NA,solitary,sessile,Taxonomic,Species,370652,Animalia,Annelida,Clitellata,Rhynchobdellida,Piscicolidae,Ostreobdella,y,ectoparasite,pathogen
2362_Aporocotyle macfarlani,2362_Aporocotyle macfarlani,2362,Aporocotyle macfarlani,NA,trematode,NA,adult,1,Both,present,205,all,Sebastes melanops,solitary,sessile,Taxonomic,Species,725754,Animalia,Platyhelminthes,Trematoda,Diplostomida,Aporocotylidae,Aporocotyle,y,endoparasite,macroparasite
305_Placida dendritica,305_Placida dendritica,305,Placida dendritica,NA,nudibranch,NA,adult,1,N,present,435,all,Usually found on Bryopsis corticulans or Codium fragile.,solitary,mobile,Taxonomic,Species,141565,Animalia,Mollusca,Gastropoda,NA,Limapontiidae,Placida,n,grazer,micropredator
1872_Diaphana californica,1872_Diaphana californica,1872,Diaphana californica,NA,snail,NA,adult,1,N,uncommon,435,all,intertidally on algae,solitary,mobile,Taxonomic,Species,509649,Animalia,Mollusca,Gastropoda,Cephalaspidea,Diaphanidae,Diaphana,n,typical predator,predator
2345_Mysidobdella californiensis,2345_Mysidobdella californiensis,2345,Mysidobdella californiensis,NA,leech,NA,adult,1,Both,present,98,low,on Holmesimysis sculpta carapace,solitary,sessile,Taxonomic,Species,588635,Animalia,Annelida,Clitellata,Rhynchobdellida,Piscicolidae,Mysidobdella,y,endoparasite,macroparasite
928_Halimedusa typus,928_Halimedusa typus,928,Halimedusa typus,NA,hydroid,NA,hydroid colony,5,N,present,435; 516,low,NA,colonial,sessile,Taxonomic,Species,290072,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Halimedusidae,Halimedusa,n,filter feeder,predator
913_Proboscidactyla circumsabella,913_Proboscidactyla circumsabella,913,Proboscidactyla circumsabella,NA,hydroid,NA,hydroid colony,5,N,present,435,low,"found at Pacific Grove, on tubes of the sabellid Pseudopotamilla ocellata (and rarely on P. intermedia), on rocks at low tide;",colonial,sessile,Taxonomic,Species,285324,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Proboscidactylidae,Proboscidactyla,n,filter feeder,predator
3088_Echinostephilla haematopi,3088_Echinostephilla haematopi,3088,Echinostephilla haematopi,NA,trematode,NA,adult,1,Both,present,388,host zone,host,solitary,NA,Taxonomic,Species,1446668,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Philophthalmidae,Echinostephilla,y,endoparasite,macroparasite
3089_Levinseniella propinqua,3089_Levinseniella propinqua,3089,Levinseniella propinqua,NA,trematode,NA,adult,1,Both,present,388,host zone,host,solitary,NA,Taxonomic,Species,109001,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Microphallidae,Levinseniella,y,endoparasite,macroparasite
3090_Microphallus primas,3090_Microphallus primas,3090,Microphallus primas,NA,trematode,NA,adult,1,Both,present,388,host zone,host,solitary,NA,Taxonomic,Species,109017,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Microphallidae,Microphallus,y,endoparasite,macroparasite
3091_Plenosoma minimum,3091_Plenosoma minimum,3091,Plenosoma minimum,NA,trematode,NA,adult,1,Both,present,388,host zone,host,solitary,NA,Taxonomic,Species,767901,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Microphallidae,Plenosoma,y,endoparasite,macroparasite
2366_Galactosomum humbargari,2366_Galactosomum humbargari_metacercaria,2366,Galactosomum humbargari,Cercarioides humbargari,trematode,NA,metacercaria,5,Both,present,205,low,in Atherinops affinis,solitary,sessile,Taxonomic,Species,727897,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Heterophyidae,NA,y,endoparasite,macroparasite
58_Halisarca sp.,58_Halisarca sp.,58,Halisarca sp.,NA,sponge,NA,adult,1,Central,uncommon,435,middle to low,NA,NA,sessile,Taxonomic,Unidentified Species,131822,Animalia,Porifera,Demospongiae,Chondrillida,Halisarcidae,Halisarca,n,filter feeder,predator
70_Haliclona sp.,70_Haliclona sp.,70,Haliclona sp.,Prianos sp.,sponge,NA,adult,1,Both,abundant,436,NA,NA,colonial,sessile,Taxonomic,Genus,131834,Animalia,Porifera,Demospongiae,Haplosclerida,Chalinidae,Haliclona,n,filter feeder,predator
71_Higginsia sp.,71_Higginsia sp.,71,Higginsia sp.,NA,sponge,NA,adult,1,N,present,436,NA,NA,colonial,sessile,Taxonomic,Genus,131793,Animalia,Porifera,Demospongiae,Axinellida,Stelligeridae,Higginsia,n,filter feeder,predator
90_Abietinaria sp.,90_Abietinaria sp.,90,Abietinaria sp.,NA,hydroid,NA,hydroid colony,5,Both,common,436; 435; 536,low,little known,colonial,sessile,Taxonomic,Genus,117225,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Abietinaria,n,filter feeder,predator
96_Clavularia sp.,96_Clavularia sp.,96,Clavularia sp.,NA,octocoral,NA,adult,1,Both,present,436,low,NA,colonial,sessile,Taxonomic,Genus,125286,Animalia,Cnidaria,Octocorallia,Malacalcyonacea,Clavulariidae,Clavularia,n,filter feeder,predator
125_Nipponnemertes bimaculata,125_Nipponnemertes bimaculata,125,Nipponnemertes bimaculata,Amphiporus bimaculatus,nemertean,ribbon worm,adult,1,Both,common,436; 435,low,"on, in rock crevices, pilings, among algae, other surface cover, also under rocks",solitary,mobile,Taxonomic,Species,156339,Animalia,Nemertea,Hoplonemertea,Monostilifera,Cratenemertidae,Nipponnemertes,n,typical predator,predator
211_Lottia sp.,211_Lottia sp.,211,Lottia sp.,NA,limpet,undescribed species,adult,1,N,present,435,low,"on shells of Haliotis rufescens, Haliotis kamtschatkana",solitary,mobile,Taxonomic,Unidentified Species,160336,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,n,grazer,micropredator
425_Halosydna brevisetosa,425_Halosydna brevisetosa,425,Halosydna brevisetosa,NA,scale worm,NA,adult,1,Both,common,436; 435; 536,low,free living in mussel beds/holdfasts or commensal in tubes,solitary,mobile,Taxonomic,Species,333534,Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Halosydna,n,omnivore,predator
439_Pectinaria californiensis,439_Pectinaria californiensis,439,Pectinaria californiensis,NA,polychaete,terebellid tubeworm,adult,1,NA,present,436; 536,very low,solitary tube of sand grains projecting from subtratum,solitary,sessile,Taxonomic,Species,337505,Animalia,Annelida,Polychaeta,Terebellida,Pectinariidae,Pectinaria,n,filter feeder,predator
442_Bispira sp.,442_Bispira sp.,442,Bispira sp.,Sabella crassicornis,polychaete,plume worm,adult,1,Both,present,436; 435,low,"membranous, sand encrusted tube extending from crevices; Rocky, mixed bottoms; tube membranous covered with muddy sand, debris",solitary,sessile,Taxonomic,Species,129523,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,Bispira,n,filter feeder,predator
443_Pseudopotamilla occelata,443_Pseudopotamilla occelata,443,Pseudopotamilla occelata,NA,polychaete,feather duster worm,adult,1,Both,present,436; 435; 335; 336,low,"tough membranous tube in dense clusters; Rocky habitats, open coast",aggregating,sessile,Taxonomic,Species,331424,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,Pseudopotamilla,n,filter feeder,predator
506_Caprella sp.,506_Caprella sp.,506,Caprella sp.,NA,caprellid,caprellid,adult,1,Both,present,435; 436,all,NA,aggregating,mobile,Taxonomic,Species,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,n,grazer,micropredator
528_Petrolisthes rathbunae,528_Petrolisthes rathbunae,528,Petrolisthes rathbunae,NA,porcelain crab,porcelain crab,adult,1,Both,present,436,low,under stones,solitary,mobile,Taxonomic,Species,493143,Animalia,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Petrolisthes,n,filter feeder,predator
535_Pachycheles rudis,535_Pachycheles rudis,535,Pachycheles rudis,NA,porcelain crab,thick clawed porcelain crab,adult,1,Both,common,436; 435; 536,low,"under stones, in holdfasts, beneath eelgrass root mats, sponge cavities, empty pholad burrows, mussel beds",paired,mobile,Taxonomic,Species,425875,Animalia,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Pachycheles,n,filter feeder,predator
601_Ulva sp.,601_Ulva sp.,601,Ulva sp.,Enteromorpha,green algae,ulva,adult,1,Both,common,436; 536,all,NA,aggregating,sessile,Taxonomic,Genus,144296,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,n,primary producer,autotroph
603_planktonic diatoms,603_planktonic diatoms,603,planktonic diatoms,NA,phytoplankton,NA,adult,1,NA,present,436; 435,NA,NA,NA,mobile,Common Name,Assemblage,NA,Chromista,NA,NA,NA,NA,NA,n,primary producer,autotroph
612_Jania crassa,612_Jania crassa,612,Jania crassa,"J. micrarthrodia , J. natalensis and Corallina natalensis",corraline algae,NA,adult,1,S,present,528; 536,middle to low,rocks,aggregating,sessile,Taxonomic,Species,1458696,Plantae,NA,Florideophyceae,Corallinales,Corallinaceae,Jania,n,primary producer,autotroph
