reference_number,focal_consumer_taxon,focal_consumer_life_stage,resource_genus,resource_category,resource_phylum,resource_class,resource_order,resource_family,resource_taxonomic_resolution,general_location_of_study,id.x,resource_species,range,life_stage,body_size_mm,n_s_both,commonality,source,zone,habitat_notes,solitary_aggregating_colonial,mobile_or_sessile,eaten_by,parasitized_by,node_type,node_resolution,kingdom,subclass,infraclass,subterclass,superorder,superfamily,subphylum,subfamily,superclass,suborder,infraorder,parvorder,subkingdom,infrakingdom,tribe,subgenus,infraphylum,parvphylum,gigaclass,megaclass,phylum_division,subphylum_subdivision,subtribe,section,subsection,subspecies,epifamily
258,Liparis florae,adult,Caprella,caprellid,Arthropoda,Malacostraca,Amphipoda,Caprellidae,family,"cobble beach, Straight of Juan de Fuca",1408,Caprella greenleyi,NA,adult,1.5-3.6,NA,present,Light & Smith,all,"on the seastar Henricia in Boiler Bay, Oregon, but a rare habitat (McCain 1969; Martin 1977); on coralline algae and bryozoans.",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Peracarida,Caprelloidea,Crustacea,Caprellinae,Multicrustacea,Senticaudata,Corophiida,Caprellidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Caprella,caprellid,Arthropoda,Malacostraca,Amphipoda,Caprellidae,family,"cobble beach, Straight of Juan de Fuca",1409,Caprella incisa,NA,adult,NA,NA,present,Light & Smith,all,"On hydroids (such as Aglaophenia and campanulariids), bryozoans, coralline algae, and kelp holdfasts",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Peracarida,Caprelloidea,Crustacea,Caprellinae,Multicrustacea,Senticaudata,Corophiida,Caprellidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Caprella,caprellid,Arthropoda,Malacostraca,Amphipoda,Caprellidae,family,"cobble beach, Straight of Juan de Fuca",1410,Caprella kennerlyi,NA,adult,NA,NA,common,Light & Smith,all,all along coast on open shores; on hydroids like plumularia,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Peracarida,Caprelloidea,Crustacea,Caprellinae,Multicrustacea,Senticaudata,Corophiida,Caprellidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Caprella,caprellid,Arthropoda,Malacostraca,Amphipoda,Caprellidae,family,"cobble beach, Straight of Juan de Fuca",1411,Caprella laeviuscula,NA,adult,NA,NA,present,Light & Smith,all,"On many substrates (hydroids, bryozoans, compound ascidians, algae, eelgrass); Martin (1977) notes the occasional presence on the animals of hydroids and the epiphytic diatom Isthmia.",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Peracarida,Caprelloidea,Crustacea,Caprellinae,Multicrustacea,Senticaudata,Corophiida,Caprellidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Caprella,caprellid,Arthropoda,Malacostraca,Amphipoda,Caprellidae,family,"cobble beach, Straight of Juan de Fuca",1412,Caprella natalensis,cosmopolitan,adult,NA,Both,present,Light & Smith,all,"intertidal on hydroids, algae, the surfgrass Phyllospadix, bryozoans,",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Peracarida,Caprelloidea,Crustacea,Caprellinae,Multicrustacea,Senticaudata,Corophiida,Caprellidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Caprella,caprellid,Arthropoda,Malacostraca,Amphipoda,Caprellidae,family,"cobble beach, Straight of Juan de Fuca",1413,Caprella penantis,Monterey Bay to South and Atlantic,adult,NA,Both,present,Light & Smith,all,NA,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Peracarida,Caprelloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Caprella,caprellid,Arthropoda,Malacostraca,Amphipoda,Caprellidae,family,"cobble beach, Straight of Juan de Fuca",1414,Caprella pilipalma,Monterey Bay,adult,NA,N,present,Light & Smith,all,on hydroids,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Peracarida,Caprelloidea,Crustacea,Caprellinae,Multicrustacea,Senticaudata,Corophiida,Caprellidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Caprella,amphipod,Arthropoda,Malacostraca,Amphipoda,Caprellidae,family,"cobble beach, Straight of Juan de Fuca",506,Caprella sp.,NA,adult,NA,Both,NA,NA,NA,NA,aggregating,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Peracarida,Caprelloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Caprella,caprellid,Arthropoda,Malacostraca,Amphipoda,Caprellidae,family,"cobble beach, Straight of Juan de Fuca",1415,Caprella verrucosa,NA,adult,NA,NA,present,Light & Smith,all,"On open coast and in bays, on hydroids, bryozoans, coralline algae.",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Peracarida,Caprelloidea,Crustacea,Caprellinae,Multicrustacea,Senticaudata,Corophiida,Caprellidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Cercops,caprellid,Arthropoda,Malacostraca,Amphipoda,Caprellidae,family,"cobble beach, Straight of Juan de Fuca",1419,Cercops compactus,NA,adult,3.8,NA,present,Light & Smith,all,"1970. Open rocky shore, on alga Plocamium, coralline algae, bryozoans, hydroids.",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Peracarida,Caprelloidea,Crustacea,Paracercopinae,Multicrustacea,Senticaudata,Corophiida,Caprellidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Deutella,caprellid,Arthropoda,Malacostraca,Amphipoda,Caprellidae,family,"cobble beach, Straight of Juan de Fuca",1416,Deutella californica,NA,adult,NA,N,present,Light & Smith,all,"Open rocky shore and on pilings of marine wharfs such as at Monterey, on many substrates (subtidal SoCal)",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Peracarida,Caprelloidea,Crustacea,Caprellinae,Multicrustacea,Senticaudata,Corophiida,Caprellidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Perotripus,caprellid,Arthropoda,Malacostraca,Amphipoda,Caprellidae,family,"cobble beach, Straight of Juan de Fuca",1420,Perotripus brevis,NA,adult,NA,N,present,Light & Smith,all,"Intertidal on hydroids and other substrates on open coast; subtidal in SoCal; in tubes of Phyllochaetopterus prolifica in very low intertidal, Puget Sound",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Peracarida,Caprelloidea,Crustacea,Phtisicinae,Multicrustacea,Senticaudata,Corophiida,Caprellidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Tritella,caprellid,Arthropoda,Malacostraca,Amphipoda,Caprellidae,family,"cobble beach, Straight of Juan de Fuca",1417,Tritella laevis,NA,adult,NA,NA,present,Light & Smith,all,"Intertidal on many substrates (hydroids, algae, bryozoans, coralline algae [e.g., Odonthalia], sponges);",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Peracarida,Caprelloidea,Crustacea,Caprellinae,Multicrustacea,Senticaudata,Corophiida,Caprellidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Tritella,caprellid,Arthropoda,Malacostraca,Amphipoda,Caprellidae,family,"cobble beach, Straight of Juan de Fuca",1418,Tritella pilimana,NA,adult,NA,N,present,Light & Smith,all,Widely occurring on open intertidal coast on many substrates (subtidal SoCal),solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Peracarida,Caprelloidea,Crustacea,Caprellinae,Multicrustacea,Senticaudata,Corophiida,Caprellidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,NA,NA,NA,NA,NA,Harpacticoidae,family,"cobble beach, Straight of Juan de Fuca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,NA,NA,NA,NA,NA,Majidae,family,"cobble beach, Straight of Juan de Fuca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Discorsopagurus,hermit crab,Arthropoda,Malacostraca,Decapoda,Paguridae,family,"cobble beach, Straight of Juan de Fuca",1010,Discorsopagurus schmitti,NA,adult,NA,N,present,Light & Smith,low,in broken or attached worm tubes,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Eucarida,Paguroidea,Crustacea,NA,Multicrustacea,Pleocyemata,Anomura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Pagurus,hermit crab,Arthropoda,Malacostraca,Decapoda,Paguridae,family,"cobble beach, Straight of Juan de Fuca",1011,Pagurus armatus,NA,adult,NA,N,present,Light & Smith,low,often in moonsnail shells encrusted with hydroids,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Eucarida,Paguroidea,Crustacea,NA,Multicrustacea,Pleocyemata,Anomura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Pagurus,hermit crab,Arthropoda,Malacostraca,Decapoda,Paguridae,family,"cobble beach, Straight of Juan de Fuca",1012,Pagurus beringanus,NA,adult,NA,N,present,Light & Smith,low,on rock jetties,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Eucarida,Paguroidea,Crustacea,NA,Multicrustacea,Pleocyemata,Anomura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Pagurus,hermit crab,Arthropoda,Malacostraca,Decapoda,Paguridae,family,"cobble beach, Straight of Juan de Fuca",1013,Pagurus caurinus,NA,adult,NA,N,rare,Light & Smith,low,protected waters,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Eucarida,Paguroidea,Crustacea,NA,Multicrustacea,Pleocyemata,Anomura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Pagurus,hermit crab,Arthropoda,Malacostraca,Decapoda,Paguridae,family,"cobble beach, Straight of Juan de Fuca",527,Pagurus granosimanus,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie",low,"more common N, tidepools with gravel bottoms",aggregating,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Eucarida,Paguroidea,Crustacea,NA,Multicrustacea,Pleocyemata,Anomura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Pagurus,hermit crab,Arthropoda,Malacostraca,Decapoda,Paguridae,family,"cobble beach, Straight of Juan de Fuca",526,Pagurus hemphilli,NA,adult,NA,N,present,"Morris, Abbott, & Haderlie",middle to low,more common subtidally,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Eucarida,Paguroidea,Crustacea,NA,Multicrustacea,Pleocyemata,Anomura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Pagurus,hermit crab,Arthropoda,Malacostraca,Decapoda,Paguridae,family,"cobble beach, Straight of Juan de Fuca",525,Pagurus hirsutiusculus,NA,adult,NA,Both,present,"Morris, Abbott, & Haderlie",middle to low,tidepools with sandy or rocky bottoms,aggregating,mobile,NA,NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Eucarida,Paguroidea,Crustacea,NA,Multicrustacea,Pleocyemata,Anomura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Pagurus,hermit crab,Arthropoda,Malacostraca,Decapoda,Paguridae,family,"cobble beach, Straight of Juan de Fuca",524,Pagurus samuelis,NA,adult,NA,Both,abundant,"Morris, Abbott, & Haderlie",high to middle,tidepools,aggregating,mobile,"Rhacochilus vacca, Semicossyphus pulcher, Gibbonsia elegans, Gibbonsia metzi",NA,Taxonomic,Species,Animalia,Eumalacostraca,NA,NA,Eucarida,Paguroidea,Crustacea,NA,Multicrustacea,Pleocyemata,Anomura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Liparis florae,adult,Snyidotea,NA,NA,NA,NA,NA,genus,"cobble beach, Straight of Juan de Fuca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,Lucapinella callomarginata,adult,Alaria,algae,Ochrophyta,Phaeophyceae,Laminariales,Alariaceae,category,"Newport Bay, California",645,Alaria marginata,NA,adult,NA,NA,NA,NA,NA,NA,aggregating,sessile,NA,NA,Taxonomic,Species,Chromista,Fucophycidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harosa,Heterokonta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,Lucapinella callomarginata,adult,Analipus,algae,Ochrophyta,Phaeophyceae,Ralfsiales,Ralfsiaceae,category,"Newport Bay, California",651,Analipus japonicus,NA,adult,NA,NA,NA,NA,NA,NA,aggregating,sessile,NA,NA,Taxonomic,Species,Chromista,Fucophycidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harosa,Heterokonta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,Lucapinella callomarginata,adult,Chondra,algae,NA,Florideophyceae,Gigartinales,Gigartinaceae,category,"Newport Bay, California",657,Chondracanthus exasperatus,NA,adult,NA,Both,NA,2021 Algae ID Workshop,NA,NA,aggregating,sessile,NA,NA,Taxonomic,Species,Plantae,Rhodymeniophycidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,Lucapinella callomarginata,adult,Chondracanthus,algae,NA,Florideophyceae,Gigartinales,Gigartinaceae,category,"Newport Bay, California",742,Chondracanthus canaliculatus,NA,adult,NA,NA,NA,NA,NA,NA,aggregating,sessile,NA,NA,Taxonomic,Species,Plantae,Rhodymeniophycidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biliphyta,NA,NA,NA,NA,NA,NA,NA,Rhodophyta,Eurhodophytina,NA,NA,NA,NA,NA
257,Lucapinella callomarginata,adult,Cladophora,algae,NA,Ulvophyceae,Cladophorales,Cladophoraceae,category,"Newport Bay, California",656,Cladophora columbiana,NA,adult,NA,NA,NA,2021 Algae ID Workshop,NA,NA,aggregating,sessile,Cyanoplax hartwegii,NA,Taxonomic,Species,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Viridiplantae,NA,NA,NA,NA,NA,NA,NA,Chlorophyta,Chlorophytina,NA,NA,NA,NA,NA
257,Lucapinella callomarginata,adult,Egregia,algae,Ochrophyta,Phaeophyceae,Laminariales,Lessoniaceae,category,"Newport Bay, California",617,Egregia menziesii,NA,adult,NA,NA,common,algaebase,NA,NA,solitary,sessile,NA,NA,Taxonomic,Species,Chromista,Fucophycidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harosa,Heterokonta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,Lucapinella callomarginata,adult,Eisenia,algae,Ochrophyta,Phaeophyceae,Laminariales,Lessoniaceae,category,"Newport Bay, California",649,Eisenia arborea,NA,adult,NA,NA,NA,NA,NA,NA,aggregating,sessile,NA,NA,Taxonomic,Species,Chromista,Fucophycidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harosa,Heterokonta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,Lucapinella callomarginata,adult,Endocladia,algae,NA,Florideophyceae,Gigartinales,Endocladiaceae,category,"Newport Bay, California",640,Endocladia muricata,NA,adult,NA,Both,present,NA,high,topmost conspicuous band of seaweed on central coast,aggregating,sessile,Cyanoplax hartwegii,NA,Taxonomic,Species,Plantae,Rhodymeniophycidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biliphyta,NA,NA,NA,NA,NA,NA,NA,Rhodophyta,Eurhodophytina,NA,NA,NA,NA,NA
257,Lucapinella callomarginata,adult,NA,algae,Bacillariophyta,Bacillariophyceae,NA,NA,category,"Newport Bay, California",602,epiphytic diatoms,NA,NA,NA,NA,NA,NA,NA,NA,NA,sessile,NA,NA,Taxonomic,Species,Chromista,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,Lucapinella callomarginata,adult,Fucus,algae,Ochrophyta,Phaeophyceae,Fucales,Fucaceae,category,"Newport Bay, California",643,Fucus distichus,NA,adult,NA,NA,NA,NA,NA,NA,aggregating,sessile,NA,NA,Taxonomic,Species,Chromista,Fucophycidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harosa,Heterokonta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,Lucapinella callomarginata,adult,Gelidium,algae,Rhodophyta,Florideophyceae,Gelidiales,Delidiaceae,category,"Newport Bay, California",655,Gelidium sp.,NA,adult,NA,NA,NA,NA,NA,NA,aggregating,sessile,Nuttallina californica,NA,Taxonomic,Genus,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,Lucapinella callomarginata,adult,Gigartina,algae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,category,"Newport Bay, California",743,Gigartina non-canaliculata,NA,adult,NA,NA,NA,NA,NA,NA,aggregating,sessile,NA,NA,Taxonomic,Species,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,Lucapinella callomarginata,adult,Hildenbrandia,algae,Rhodophyta,Florideophyceae,Hildenbrandiales,Hildenbrandiaceae,category,"Newport Bay, California",653,Hildenbrandia sp.,NA,adult,NA,NA,NA,NA,NA,NA,aggregating,sessile,Cyanoplax hartwegii,NA,Taxonomic,Genus,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,Lucapinella callomarginata,adult,Laminaria,algae,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,category,"Newport Bay, California",784,Laminaria sinclairii,British Columbia to Southern California,adult,NA,Both,common,Marine Algae of California,low,"rocky substrates, partial sand",aggregating,sessile,Haliotis fulgens,NA,Taxonomic,Species,Chromista,Fucophycidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harosa,Heterokonta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,Lucapinella callomarginata,adult,Laminaria,algae,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,category,"Newport Bay, California",624,Laminaria sp.,NA,adult,NA,both,common,NA,NA,NA,aggregating,sessile,NA,NA,Taxonomic,Species,Chromista,Fucophycidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,Lucapinella callomarginata,adult,NA,algae,NA,NA,NA,NA,category,"Newport Bay, California",759,macroalgae,NA,adult,NA,Both,NA,NA,NA,NA,NA,sessile,NA,NA,Common Name,Assemblage,Chromista,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,Lucapinella callomarginata,adult,Macrocystis,algae,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,category,"Newport Bay, California",587,Macrocystis pyrifera,NA,adult,NA,Both,common,NA,low to very low,NA,solitary,sessile,NA,NA,Taxonomic,Species,Chromista,Fucophycidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harosa,Heterokonta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,Lucapinella callomarginata,adult,Mastocarpus,algae,NA,Florideophyceae,Gigartinales,Phyllophoraceae,category,"Newport Bay, California",659,Mastocarpus papillatus,NA,adult,150mm,NA,NA,NA,high to middle,NA,aggregating,sessile,NA,NA,Taxonomic,Species,Plantae,Rhodymeniophycidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biliphyta,NA,NA,NA,NA,NA,NA,NA,Rhodophyta,Eurhodophytina,NA,NA,NA,NA,NA
257,Lucapinella callomarginata,adult,Mastocarpus,algae,NA,Florideophyceae,Gigartinales,Phyllophoraceae,category,"Newport Bay, California",654,Mastocarpus sp.,NA,adult,NA,NA,NA,NA,NA,NA,aggregating,sessile,Cyanoplax hartwegii,NA,Taxonomic,Genus,Plantae,Rhodymeniophycidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,Lucapinella callomarginata,adult,Mazzaella,algae,NA,Florideophyceae,Gigartinales,Gigartinaceae,category,"Newport Bay, California",663,Mazzaella laminarioides,NA,adult,NA,NA,NA,NA,NA,NA,aggregating,sessile,NA,NA,Taxonomic,Genus,Plantae,Rhodymeniophycidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biliphyta,NA,NA,NA,NA,NA,NA,NA,Rhodophyta,Eurhodophytina,NA,NA,NA,NA,NA
257,Lucapinella callomarginata,adult,Mazzaella,algae,NA,Florideophyceae,Gigartinales,Gigartinaceae,category,"Newport Bay, California",646,Mazzaella splendens,NA,adult,NA,NA,NA,NA,NA,NA,aggregating,sessile,NA,NA,Taxonomic,Species,Plantae,Rhodymeniophycidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biliphyta,NA,NA,NA,NA,NA,NA,NA,Rhodophyta,Eurhodophytina,NA,NA,NA,NA,NA
257,Lucapinella callomarginata,adult,Pelvetiopsis,algae,Ochrophyta,Phaeophyceae,Fucales,Fucaceae,category,"Newport Bay, California",650,Pelvetiopsis limitata,NA,adult,NA,N,NA,NA,NA,NA,aggregating,sessile,Hermit crabs,NA,Taxonomic,Species,Chromista,Fucophycidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harosa,Heterokonta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,Lucapinella callomarginata,adult,Plocamium,algae,NA,Florideophyceae,Plocamiales,Plocamiaceae,category,"Newport Bay, California",664,Plocamium violaceum,NA,adult,NA,NA,NA,NA,NA,NA,aggregating,sessile,NA,NA,Taxonomic,Genus,Plantae,Rhodymeniophycidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biliphyta,NA,NA,NA,NA,NA,NA,NA,Rhodophyta,Eurhodophytina,NA,NA,NA,NA,NA
257,Lucapinella callomarginata,adult,Polysiphonia,algae,Rhodophyta,Florideophyceae,Ceramiales,Rhodmelaceae,category,"Newport Bay, California",661,Polysiphonia sp.,NA,adult,NA,NA,NA,NA,NA,NA,aggregating,sessile,NA,NA,Taxonomic,Genus,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,Lucapinella callomarginata,adult,Porphyra,algae,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,category,"Newport Bay, California",714,Porphyra sp.,NA,NA,NA,NA,NA,"Morris, Abbott, and Haderlie",NA,NA,aggregating,sessile,NA,NA,Taxonomic,Species,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,Lucapinella callomarginata,adult,Postelsia,algae,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,category,"Newport Bay, California",644,Postelsia palmaeformis,NA,adult,NA,NA,NA,NA,NA,NA,aggregating,sessile,NA,NA,Taxonomic,Species,Chromista,Fucophycidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harosa,Heterokonta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,Lucapinella callomarginata,adult,Pterocladiella,algae,NA,Florideophyceae,Gelidiales,Pterocladiaceae,category,"Newport Bay, California",765,Pterocladiella capillacea,NA,adult,NA,S,NA,https://link.springer.com/article/10.1007/s10811-019-02009-y,middle,exposed,aggregating,sessile,fish,NA,Taxonomic,Species,Plantae,Rhodymeniophycidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biliphyta,NA,NA,NA,NA,NA,NA,NA,Rhodophyta,Eurhodophytina,NA,NA,NA,NA,NA
257,Lucapinella callomarginata,adult,Pterygophora,algae,Ochrophyta,Phaeophyceae,Laminariales,Alariaceae,category,"Newport Bay, California",648,Pterygophora californica,NA,adult,NA,NA,NA,NA,NA,NA,aggregating,sessile,NA,NA,Taxonomic,Species,Chromista,Fucophycidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harosa,Heterokonta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,Lucapinella callomarginata,adult,Ralfsia,algae,Ochrophyta,Phaeophyceae,Ralfsiales,Ralfsiaceae,category,"Newport Bay, California",647,Ralfsia sp.,NA,adult,NA,NA,NA,NA,NA,NA,aggregating,sessile,NA,NA,Taxonomic,Genus,Chromista,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,Lucapinella callomarginata,adult,Rhodymenia,algae,NA,Florideophyceae,Rhodymeniales,Rhodymeniaceae,category,"Newport Bay, California",766,Rhodymenia lobata,NA,adult,NA,S,NA,Dawson 1941,NA,NA,aggregating,sessile,NA,NA,Taxonomic,Species,Plantae,Rhodymeniophycidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Biliphyta,NA,NA,NA,NA,NA,NA,NA,Rhodophyta,Eurhodophytina,NA,NA,NA,NA,NA
