reference_number,focal_consumer_taxon,focal_consumer_life_stage,resource_genus,resource_taxonomic_resolution,general_location_of_study,id.x,resource_species,alternate_nomenclature,resource_category,common_name,functional_role,range,life_stage,body_size_mm,n_s_both,commonality,source,zone,habitat_notes,solitary_aggregating_colonial,mobile_or_sessile,preys_on,trophic_strategy,how_picky,eaten_by,non_trophic_epicommensal_w,mutualist_w,parasitized_by,unknown_symbiosis,parasitic_on,how_picky_symbiotically,notes,node_type,node_resolution,web_enter_code,enter_code_2,googled,justification,confidence,x41,clean_zone,id.y,kingdom,resource_phylum,resource_class,resource_order,resource_family,subclass,infraclass,subterclass,superorder,superfamily,subphylum,subfamily,superclass,suborder,infraorder,parvorder,subkingdom,infrakingdom,tribe,subgenus,infraphylum,parvphylum,gigaclass,megaclass,phylum_division,subphylum_subdivision,subtribe,section,subsection,subspecies,epifamily
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Pontogeneia,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1388,Pontogeneia intermedia,NA,gammarid,NA,NA,NA,adult,7.5,NA,present,Light & Smith,all,Intertidal and shallow subtidal on algae and various rocky sediments,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,550484,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Eumalacostraca,NA,NA,Peracarida,Calliopioidea,Crustacea,NA,Multicrustacea,Senticaudata,Hadziida,Hadziidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Pontogeneia,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1383,Pontogeneia melanophthalma,Accedomoera melanophthalma,gammarid,NA,NA,boreal western Pacific to California,adult,8,Both,present,Light & Smith,all,on mixed algae and sediments,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,550487,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Eumalacostraca,NA,NA,Peracarida,Calliopioidea,Crustacea,NA,Multicrustacea,Senticaudata,Hadziida,Hadziidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Pontogeneia,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1389,Pontogeneia rostrata,NA,gammarid,NA,NA,NA,adult,6.5,NA,present,Light & Smith,low,On algae and mixed sediments,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,550490,Animalia,Arthropoda,Malacostraca,Amphipoda,Pontogeneiidae,Eumalacostraca,NA,NA,Peracarida,Calliopioidea,Crustacea,NA,Multicrustacea,Senticaudata,Hadziida,Hadziidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Protohyale,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1338,Protohyale (Leptohyale) longipalpa,NA,gammarid,NA,NA,NA,adult,8.5,NA,present,Light & Smith,all,Among algae in semiprotected areas,solitary,mobile,NA,grazer,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,387497,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyalidae,Eumalacostraca,NA,NA,Peracarida,Hyaloidea,Crustacea,Hyalinae,Multicrustacea,Senticaudata,Talitrida,Talitridira,NA,NA,NA,Protohyale (Leptohyale),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Protohyale,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",609,Protohyale (Protohyale) frequens,Hyale frequens,gammarid,NA,NA,NA,adult,10mm,S,abundant,Amphipoda of the Northeast Pacific; Light & Smith,all,tidepools and kelp holdfasts; particularly abundant among Phyllospadix roots and coralline algae of open and semiprotected coasts;,solitary,mobile,NA,NA,NA,"Oligocottus maculosus, Oligocottus snyderi",NA,NA,NA,NA,NA,NA,Washington??,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,491479,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyalidae,Eumalacostraca,NA,NA,Peracarida,Hyaloidea,Crustacea,Hyalinae,Multicrustacea,Senticaudata,Talitrida,Talitridira,NA,NA,NA,Protohyale (Protohyale),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Ptilohyale,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1339,Ptilohyale littoralis,NA,gammarid,NA,NA,NA,adult,8,NA,present,Light & Smith,high,"or high-tide, low-salinity pools",solitary,mobile,NA,grazer,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,491504,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyalidae,Eumalacostraca,NA,NA,Peracarida,Hyaloidea,Crustacea,Hyalinae,Multicrustacea,Senticaudata,Talitrida,Talitridira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Quadrimaera,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1400,Quadrimaera vigota,NA,gammarid,NA,NA,NA,adult,8.5,NA,abundant,Light & Smith,all,"under cobbles, on sponges and tunicates and rarely on algal holdfasts",solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,534880,Animalia,Arthropoda,Malacostraca,Amphipoda,Maeridae,Eumalacostraca,NA,NA,Peracarida,Hadzioidea,Crustacea,NA,Multicrustacea,Senticaudata,Hadziida,Hadziidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Stenothoe,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1344,Stenothoe estacola,NA,gammarid,NA,NA,Pt. Conception to south,adult,3,NA,present,Light & Smith,all,associated with Phragmatopoma,solitary,mobile,hydroids,micropredator,generalist,NA,Phragmatopoma,NA,NA,NA,NA,NA,trophic strategy a guess by Light & Smith,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,555298,Animalia,Arthropoda,Malacostraca,Amphipoda,Stenothoidae,Eumalacostraca,NA,NA,Peracarida,Amphilochoidea,Crustacea,Stenothoinae,Multicrustacea,Amphilochidea,Amphilochida,Amphilochidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Stenothoides,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1345,Stenothoides burbanki,NA,gammarid,NA,NA,NA,adult,3,NA,rare,Light & Smith,all,"Among tunicates and sponges, algal turf, Egregia and Laminaria holdfasts",solitary,mobile,hydroids,micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,trophic strategy a guess by Light & Smith,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,555328,Animalia,Arthropoda,Malacostraca,Amphipoda,Stenothoidae,Eumalacostraca,NA,NA,Peracarida,Amphilochoidea,Crustacea,Stenothoinae,Multicrustacea,Amphilochidea,Amphilochida,Amphilochidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Stenula,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1346,Stenula incola,NA,gammarid,NA,NA,NA,adult,3,NA,present,Light & Smith,all,algal turf,solitary,mobile,hydroids,micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,trophic strategy a guess by Light & Smith,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,555336,Animalia,Arthropoda,Malacostraca,Amphipoda,Stenothoidae,Eumalacostraca,NA,NA,Peracarida,Amphilochoidea,Crustacea,Stenothoinae,Multicrustacea,Amphilochidea,Amphilochida,Amphilochidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Thorlaksonius,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1376,Thorlaksonius brevirostris,NA,gammarid,NA,NA,NA,adult,7,NA,present,Light & Smith,all,Among algae on rocks,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,549701,Animalia,Arthropoda,Malacostraca,Amphipoda,Pleustidae,Eumalacostraca,NA,NA,Peracarida,Amphilochoidea,Crustacea,Pleustinae,Multicrustacea,Amphilochidea,Amphilochida,Amphilochidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Thorlaksonius,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1377,Thorlaksonius depressus,NA,gammarid,NA,NA,NA,adult,8.5,NA,present,Light & Smith,all,Among algae on rocks and among Phyllospadix. Mimics snails,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,549705,Animalia,Arthropoda,Malacostraca,Amphipoda,Pleustidae,Eumalacostraca,NA,NA,Peracarida,Amphilochoidea,Crustacea,Pleustinae,Multicrustacea,Amphilochidea,Amphilochida,Amphilochidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Thorlaksonius,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1378,Thorlaksonius grandirostris,NA,gammarid,NA,NA,NA,adult,6,NA,present,Light & Smith,all,"On rocks with seagrass, probably mimics a snail",solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,549706,Animalia,Arthropoda,Malacostraca,Amphipoda,Pleustidae,Eumalacostraca,NA,NA,Peracarida,Amphilochoidea,Crustacea,Pleustinae,Multicrustacea,Amphilochidea,Amphilochida,Amphilochidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Thorlaksonius,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1379,Thorlaksonius subcarinatus,NA,gammarid,NA,NA,NA,adult,9.5,NA,present,Light & Smith,all,on rocks and algae,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,549710,Animalia,Arthropoda,Malacostraca,Amphipoda,Pleustidae,Eumalacostraca,NA,NA,Peracarida,Amphilochoidea,Crustacea,Pleustinae,Multicrustacea,Amphilochidea,Amphilochida,Amphilochidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Tiron,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1350,Tiron biocellata,NA,gammarid,NA,NA,NA,adult,4.5999999999999996,NA,present,Light & Smith,all,Rock bottoms associated with the worms Diopatra and Nothria.,solitary,mobile,NA,unknown,generalist,NA,Diopatra and Nothria,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,555603,Animalia,Arthropoda,Malacostraca,Amphipoda,Synopiidae,Eumalacostraca,NA,NA,Peracarida,Synopioidea,Crustacea,Tironinae,Multicrustacea,Amphilochidea,Lysianassida,Synopiidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Trachypleustes,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1380,Trachypleustes trevori,NA,gammarid,NA,NA,NA,adult,5,NA,present,Light & Smith,all,Associated with sponges and tunicates under rocks of exposed coasts,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,549684,Animalia,Arthropoda,Malacostraca,Amphipoda,Pleustidae,Eumalacostraca,NA,NA,Peracarida,Amphilochoidea,Crustacea,Parapleustinae,Multicrustacea,Amphilochidea,Amphilochida,Amphilochidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Traskorchestia,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1401,Traskorchestia georgiana,NA,gammarid,NA,NA,NA,adult,13.5,NA,unclear,Light & Smith,high,"In the drift line of protected stony and pebbly beaches, on sand with windrows of Zostera and Sargassum and usually co-occurring with T. traskiana.",solitary,mobile,algae wrack,detritivore,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,557374,Animalia,Arthropoda,Malacostraca,Amphipoda,Talitridae,Eumalacostraca,NA,NA,Peracarida,Talitroidea,Crustacea,Talitrinae,Multicrustacea,Senticaudata,Talitrida,Talitridira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Talitroidae
5,Anthopluera artemisia and Anthopleura elegantissima,adult polyp stage,Traskorchestia,category,"A. artemisia colleced from Fossil Point, Charleston, Oregon; A. elegantissima collected from Boat House Beach near OIMB campus in Charleston, Oregon.",1402,Traskorchestia traskiana,NA,gammarid,NA,NA,NA,adult,17,NA,present,Light & Smith,high,"On rocky beaches, occasionally on sandy beaches with algae",solitary,mobile,algae wrack,detritivore,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,557376,Animalia,Arthropoda,Malacostraca,Amphipoda,Talitridae,Eumalacostraca,NA,NA,Peracarida,Talitroidea,Crustacea,Talitrinae,Multicrustacea,Senticaudata,Talitrida,Talitridira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Talitroidae
23,Patiria miniata,adult,NA,category,San Nicolas Island,NA,NA,NA,green algae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Ophiopholis aculeata,adult,Dunaliella,category,"*This paper did entirely laboratory experiments, and didn't state where the original specimens were collected from. :(",739,Dunaliella tertiolecta,NA,phytoplankton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aggregating,sessile,NA,primary producer,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,178590,Plantae,NA,Chlorophyceae,Chlamydomonadales,Dunaliellaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Viridiplantae,NA,NA,NA,NA,NA,NA,NA,Chlorophyta,Chlorophytina,NA,NA,NA,NA,NA
51,Ophiopholis aculeata,adult,NA,category,"*This paper did entirely laboratory experiments, and didn't state where the original specimens were collected from. :(",753,Phytoplankton,NA,phytoplankton,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,NA,mobile,NA,primary producer,NA,NA,NA,NA,NA,NA,NA,NA,NA,Common Name,Assemblage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Ophiopholis aculeata,adult,NA,category,"*This paper did entirely laboratory experiments, and didn't state where the original specimens were collected from. :(",603,planktonic diatoms,NA,phytoplankton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mobile,NA,primary producer,NA,NA,NA,NA,NA,NA,NA,NA,NA,Common Name,Assemblage,NA,NA,NA,NA,NA,NA,NA,NA,Chromista,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,Ophiopholis aculeata,adult,Aequorea,category,"Pointe-Enrage ́e in the Mingan Islands, northern Gulf of St.Lawrence, eastern Canada",942,Aequorea victoria,NA,plankton,NA,NA,Bering Sea to Southern California,medusa,NA,Both,present,Light & Smith,low,NA,solitary,mobile,see lit search metadata,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,yes,NA,NA,NA,NA,283998,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Hydroidolina,NA,NA,NA,NA,Medusozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,Ophiopholis aculeata,adult,Amphinema,category,"Pointe-Enrage ́e in the Mingan Islands, northern Gulf of St.Lawrence, eastern Canada",911,Amphinema turrida,NA,plankton,NA,NA,Monterey Bay to Mexico,medusa,NA,Both,rare,Light & Smith,low,NA,solitary,mobile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,50:26:00,NA,NA,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,Ophiopholis aculeata,adult,Bythotiara,category,"Pointe-Enrage ́e in the Mingan Islands, northern Gulf of St.Lawrence, eastern Canada",909,Bythotiara stilbosa,NA,plankton,NA,NA,Bodega Bay,medusa,NA,N,rare,Light & Smith,low,"Known only from newly released medusae collected off docks in Mason's Marina, Bodega Harbor, and raised in the laboratory.",solitary,mobile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,turned up nothing,NA,NA,50:26:00,NA,284296,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Bythotiaridae,Hydroidolina,NA,NA,NA,NA,Medusozoa,NA,NA,Filifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,Ophiopholis aculeata,adult,Cladonema,category,"Pointe-Enrage ́e in the Mingan Islands, northern Gulf of St.Lawrence, eastern Canada",920,Cladonema myersi,NA,plankton,NA,NA,La Jolla,medusa,NA,S,NA,Light & Smith,low,"benthic, clinging to algae or other substrates with specialized tentacular adhesive pads.",solitary,sessile,Artemia nauplii,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,yes,NA,NA,50:26:00,NA,284444,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Cladonematidae,Hydroidolina,NA,NA,NA,NA,Medusozoa,NA,NA,Capitata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,Ophiopholis aculeata,adult,Coryne,category,"Pointe-Enrage ́e in the Mingan Islands, northern Gulf of St.Lawrence, eastern Canada",922,Coryne eximia,NA,plankton,NA,NA,Alaska to Monterey Bay,medusa,NA,N,NA,Light & Smith,all,NA,solitary,mobile,NA,filter feeder,generalist,Anoplodactylus petiolatus (GLOBI),NA,NA,Phoxichilidium femoratum larvae,NA,NA,NA,NA,Taxonomic,Species,NA,NA,yes,NA,NA,50:26:00,NA,151860,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Hydroidolina,NA,NA,NA,NA,Medusozoa,NA,NA,Capitata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,Ophiopholis aculeata,adult,Coryne,category,"Pointe-Enrage ́e in the Mingan Islands, northern Gulf of St.Lawrence, eastern Canada",926,Coryne sp.,NA,plankton,NA,NA,not reported,medusa,NA,Both,NA,Light & Smith,all,NA,solitary,mobile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,"represent many unidentified species ""in our area""",Taxonomic,Genus,NA,NA,no,NA,NA,50:26:00,NA,NA,Animalia,C,Hydrozoa,Anthoathecata,Corynidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,Ophiopholis aculeata,adult,Dipurena,category,"Pointe-Enrage ́e in the Mingan Islands, northern Gulf of St.Lawrence, eastern Canada",924,Dipurena bicircella,NA,plankton,NA,NA,"Horseshoe Cove, Bodega Head",medusa,2,N,NA,Light & Smith,low,spending most of their time on the bottom in culture,solitary,mobile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,yes,NA,NA,50:26:00,NA,284525,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Hydroidolina,NA,NA,NA,NA,Medusozoa,NA,NA,Capitata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,Ophiopholis aculeata,adult,Eutonina,category,"Pointe-Enrage ́e in the Mingan Islands, northern Gulf of St.Lawrence, eastern Canada",945,Eutonina indicans,NA,plankton,NA,NA,"North Pacific from Japan through Alaska to Santa Barbara, California",medusa,NA,N,seasonally abundant,Light & Smith,low,abundant in summer plankton and may litter ocean beaches,solitary,mobile,"eggs of invertebrates, on appendicularians, and on other small hydromedusae",filter feeder,generalist,Cancer productus,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,yes,NA,NA,NA,NA,117517,Animalia,Cnidaria,Hydrozoa,Leptothecata,Eirenidae,Hydroidolina,NA,NA,NA,NA,Medusozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,Ophiopholis aculeata,adult,Halecium,category,"Pointe-Enrage ́e in the Mingan Islands, northern Gulf of St.Lawrence, eastern Canada",947,Halecium sp.,NA,plankton,NA,NA,NA,medusa,NA,Both,present,Light & Smith,all,NA,solitary,mobile,surface zooplankton,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,no from here on bc i got tired,NA,NA,NA,NA,NA,Animalia,Cnidaria,Hydrozoa,Leptothecata,Haleciidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,Ophiopholis aculeata,adult,Halimedusa,category,"Pointe-Enrage ́e in the Mingan Islands, northern Gulf of St.Lawrence, eastern Canada",929,Halimedusa typus,NA,plankton,NA,NA,"Yaquina Bay, Coos Bay, Humboldt Bay, and Bodega Bay and Bodega Harbor",medusa,NA,N,NA,Light & Smith,low,NA,solitary,mobile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,yes,NA,NA,NA,NA,290072,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Halimedusidae,Hydroidolina,NA,NA,NA,NA,Medusozoa,NA,NA,Capitata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,Ophiopholis aculeata,adult,Hybocodon,category,"Pointe-Enrage ́e in the Mingan Islands, northern Gulf of St.Lawrence, eastern Canada",934,Hybocodon prolifer,NA,plankton,NA,NA,Cosmopolitan,medusa,NA,Both,present,Light & Smith,low,NA,solitary,mobile,copepods,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,yes,NA,NA,NA,NA,117988,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Tubulariidae,Hydroidolina,NA,NA,NA,NA,Medusozoa,NA,NA,Aplanulata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,Ophiopholis aculeata,adult,Hydrocoryne,category,"Pointe-Enrage ́e in the Mingan Islands, northern Gulf of St.Lawrence, eastern Canada",931,Hydrocoryne bodegensis,NA,plankton,NA,NA,Bodega Harbor and Bodega Bay,medusa,NA,N,NA,"Light & Smith; Rees, Hand, and Mills (1976)",low,medusa in Bodega Harbor and Bodega Bay,solitary,mobile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,yes,NA,NA,NA,NA,290163,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Hydrocorynidae,Hydroidolina,NA,NA,NA,NA,Medusozoa,NA,NA,Capitata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
